name,id,idMovie
Blue Sky Studios,9383,9928
Twentieth Century Fox Animation,11749,9928
Paramount Pictures,4,754
Permut Presentations,455,754
WCG Entertainment Productions,456,754
Douglas/Reuther Productions,458,754
Touchstone Pictures,9195,754
Krane Entertainment,25358,754
Walt Disney Pictures,2,10202
Happy Madison Productions,2608,10202
Gunn Films,3538,10202
DreamWorks SKG,27,4147
The Zanuck Company,80,4147
Twentieth Century Fox Film Corporation,306,4147
Columbia Pictures,5,50546
Happy Madison Productions,2608,50546
Jerry Bruckheimer Films,130,1701
Kouf/Bigelow Productions,3589,1701
Touchstone Pictures,9195,1701
Hiett Designs of Las Vegas,78338,1701
Runway Pictures Inc,78339,1701
DreamWorks SKG,27,13027
K/O Paper Products,7296,13027
Goldcrest Pictures,11843,13027
KMP Film Invest,20157,13027
Miramax Films,14,2289
Mirage Enterprises,932,2289
Castel Film Romania,1370,2289
Bona Fide Productions,2570,2289
Cattleya,10102,2289
Alcon Entertainment,1088,20504
Silver Pictures,1885,20504
Walt Disney Pictures,2,9574
Great Oaks Entertainment,2173,9574
DreamWorks,7,11618
Roth-Arnold Productions,1560,11618
Warner Bros. Family Entertainment,3592,2300
Northern Lights Entertainment,8816,2300
Courtside Seats Productions,55527,2300
Columbia Pictures,5,12096
International Production Company,1507,12096
The Montecito Picture Company,2364,12096
Robert Simonds Productions,3929,12096
Metro-Goldwyn-Mayer (MGM),8411,12096
Twentieth Century Fox Film Corporation,306,10200
Dune Entertainment III,6332,10200
Earth Canada Productions,20374,10200
Hammerhead Productions,20375,10200
3 Arts Entertainment,36390,10200
Silver Pictures,1885,8834
Warner Bros.,6194,8834
Donner/Shuler-Donner Productions,23397,8834
Columbia Pictures,5,228150
QED International,11029,228150
Crave Films,16312,228150
LStar Capital,34034,228150
Huayi Brothers Media,39649,228150
Le Grisbi Productions,47169,228150
Caravan Pictures,175,6068
Roger Birnbaum Productions,961,6068
Northern Lights Entertainment,8816,6068
Touchstone Pictures,9195,6068
De Line Pictures,2609,41515
Warner Bros. Animation,2785,41515
Sunswept Entertainment,5219,41515
Rhythm and Hues,13481,41515
Picnic Basket,19045,41515
DreamWorks SKG,27,9023
DreamWorks Animation,521,9023
Columbia Pictures,5,38317
Happy Madison Productions,2608,38317
Sony Pictures Releasing,3045,38317
Broken Road Productions,8000,38317
Metro-Goldwyn-Mayer (MGM),8411,38317
Zookeeper Productions,46221,38317
Hey Eddie,46222,38317
New Line Cinema,12,2157
Irwin Allen Productions,14024,2157
Prelude Pictures,19902,2157
Saltire Entertainment,30253,2157
Paramount Pictures,4,14462
Scott Rudin Productions,258,14462
Clinica Estetico,1274,14462
"Rainbow Film Company, The",27584,161795
Revere Entertainment,40955,161795
Jagtoria Films,40956,161795
Columbia Pictures,5,159824
Sony Pictures Animation,2251,159824
Walt Disney Pictures,2,49948
DreamWorks SKG,27,2135
Warner Bros.,6194,2135
Walt Disney Pictures,2,9822
RKO Pictures,4361,9822
Village Roadshow Pictures,79,9705
NPV Entertainment,172,9705
Silver Pictures,1885,9705
Warner Bros.,6194,9705
Jonathan Krane Group,46458,9705
Amblin Entertainment,56,1656
Columbia Pictures Corporation,441,1656
PolyGram Filmed Entertainment,1382,12159
New Line Cinema,12,9678
Avery Pix,1565,9678
Happy Madison Productions,2608,9678
The Weinstein Company,308,4442
Summit Entertainment,491,4442
Atlas Entertainment,507,4442
Mosaic Media Group,748,4442
Reforma Films,1649,4442
Dimension Films,7405,4442
Metro-Goldwyn-Mayer (MGM),8411,4442
Revolution Sun Studios,76043,4442
Tim Burton Productions,8601,75
Ex Nihilo,3307,330770
Canal+,5358,330770
Les films du Worso,7395,330770
Noodles Production,7792,330770
Ciné+,10611,330770
Scope Pictures,11199,330770
Le Tax Shelter du Gouvernement Fédéral de Belgique,11921,330770
Centre National de la Cinématographie (CNC),18367,330770
Ministère de la Culture et de la Communication,25818,330770
Volcano Films,52184,330770
Left Field Ventures,58659,330770
Evo Films A.I.E.,76444,330770
Indéfilms 3,76445,330770
Palatine Étoile 12,76446,330770
Cinéfeel Prod,76447,330770
Art Linson Productions,8769,9433
Touchstone Pictures,9195,19959
Mandeville Films,10227,19959
Wintergreen Productions,11845,19959
Top Shelf Productions,41978,19959
New Line Cinema,12,11973
Tig Productions,335,11973
Universal Pictures,33,11228
Davis Entertainment,1302,11228
BBC Worldwide,3164,77951
Reliance BIG Entertainment,6733,77951
Animal Logic,8089,77951
BBC Earth,8090,77951
Evergreen Films,8091,77951
BBC Earth MD (WWD),53498,77951
Evergreen MD,53499,77951
Franchise Pictures,1403,5491
Warner Bros.,6194,5491
JTP Films,7406,5491
Morgan Creek Productions,10210,5491
Battlefield Productions,19718,5491
Lonely Film Productions GmbH & Co. KG.,430,10715
Warner Bros. Animation,2785,10715
Warner Bros.,6194,10715
Goldmann Pictures,12006,10715
Baltimore Spring Creek Productions,16061,10715
Warner Bros. Feature Animation,20734,10715
The Weinstein Company,308,10197
Relativity Media,7295,10197
Paramount Pictures,4,9562
Donners' Company,431,9562
Mutual Film Company,762,9562
Cobalt Media Group,18619,9562
Artists Production Group (APG),18620,9562
Tig Productions,335,9922
Warner Bros.,6194,9922
Kennedy Miller Productions,2537,9447
Summit Entertainment,491,274854
Atmosphere Entertainment MM,2995,274854
One Race Films,7154,274854
Goldmann Pictures,12006,274854
NeoReel,24097,274854
Aperture Entertainment,33832,274854
TIK Films,72441,274854
Village Roadshow Pictures,79,8870
NPV Entertainment,172,8870
Warner Bros.,6194,8870
The Canton Company,22351,8870
Mars Production Pty. Ltd.,53997,8870
Canal Plus,104,9992
Sofica Europacorp,854,9992
Avalanche Productions,2525,9992
EuropaCorp,6896,9992
Pathé Films,4959,36970
Canal+,5358,36970
TPS Star,6586,36970
Participant Media,6735,36970
France Télévision,7454,36970
France 2 Cinéma,15671,36970
France 3 Cinema,16804,36970
Centre National de la Cinématographie (CNC),18367,36970
Conseil Régional du Calvados,19267,36970
Région Bretagne,20346,36970
Ministère du Développement Durable et de la Mer,33250,36970
JMH-TSR,33251,36970
HH Sheikha Salama bint Hamdan Al Nahyan,33252,36970
Conseil Général des Côtes d'Armor,33253,36970
Conseil Général du Morbihan,33254,36970
Région Basse-Normandie,33255,36970
Epsilon Motion Pictures,1171,10077
Franchise Pictures,1403,10077
Baldwin Entertainment Group,2234,10077
Dante Entertainment,2755,10077
Crusader Entertainment,2978,10077
ETIC Films,2979,10077
Forge,2980,10077
QI Quality International GmbH Co. KG,2981,10077
Signature Pictures,2982,10077
ApolloMedia Distribution,16850,10077
Coco,87847,10077
Film 111,87848,10077
Jericho Productions Ltd.,87849,10077
MFF (Sound of Thunder),87850,10077
Matrix Film Finance,87851,10077
Scenario Lane Productions,87852,10077
Impact Pictures,248,76649
TriStar Pictures,559,76649
Don Carmody Productions,4253,76649
FilmDistrict,7263,76649
Constantin Film International,12162,76649
Anima Estudios,9965,293644
Discreet Art Productions,79433,293644
Imagine Entertainment,23,453
DreamWorks SKG,27,453
Universal Pictures,33,453
Walt Disney Pictures,2,8587
Walt Disney Feature Animation,10217,8587
New Line Cinema,12,72545
Contrafilm,1836,72545
Walden Media,10221,72545
Columbia Pictures,5,109451
Sony,649,109451
Universal Pictures,33,9533
Metro-Goldwyn-Mayer (MGM),8411,9533
Casey Silver Productions,877,2023
Touchstone Pictures,9195,2023
Dune Films,19477,2023
Columbia Pictures,5,71880
Happy Madison Productions,2608,71880
Broken Road Productions,8000,71880
Mikona Productions GmbH & Co. KG,24,584
Universal Pictures,33,584
Original Film,333,584
Ardustry Entertainment,26281,584
Onyx Films,2203,309809
NetFlix,8858,309809
Orange Studios,15433,309809
CityMation,41042,309809
On Entertainment,59725,309809
Zippcast Films,60658,309809
Village Roadshow Pictures,79,4858
Vertigo Entertainment,829,4858
Silver Pictures,1885,4858
Warner Bros.,6194,4858
Universal Pictures,33,17711
Capella International,594,17711
KC Medien AG,596,17711
Tribeca Productions,11391,17711
Universal Pictures,33,328111
Fuji Television Network,3341,328111
Dentsu,6452,328111
Illumination Entertainment,6704,328111
Twentieth Century Fox Film Corporation,306,8698
JD Productions,475,8698
International Production Company,1507,8698
Angry Films,12087,8698
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,19352,8698
Universal Pictures,33,93456
Illumination Entertainment,6704,93456
Twentieth Century Fox Film Corporation,306,602
Centropolis Entertainment,347,602
Universal Pictures,33,330
Amblin Entertainment,56,330
DreamWorks SKG,27,953
Pacific Data Images (PDI),520,953
DreamWorks Animation,521,953
Universal Pictures,33,9693
Strike Entertainment,655,9693
Hit & Run Productions,11429,9693
Twentieth Century Fox Film Corporation,306,36657
Donners' Company,431,36657
Bad Hat Harry Productions,9168,36657
Marvel Enterprises,19551,36657
Springwood Productions,22969,36657
Genetics Productions,22970,36657
Universal Pictures,33,8909
Spyglass Entertainment,158,8909
Bazelevs Production,1038,8909
Kickstart Productions,2526,8909
Marc Platt Productions,2527,8909
Top Cow Productions,2528,8909
Relativity Media,7295,8909
Ringerike Zweite Filmproduktion,23955,8909
Revolution Sun Studios,76043,8909
Hollywood Pictures,915,9802
Don Simpson/Jerry Bruckheimer Films,10288,9802
Blue Sky Studios,9383,950
Twentieth Century Fox Animation,11749,950
Columbia Pictures Corporation,441,1824
Happy Madison Productions,2608,1824
Anonymous Content,10039,1824
Flower Films (II),19813,1824
New Line Cinema,12,2976
Ingenious Film Partners,289,2976
Offspring Entertainment,2378,2976
Zadan / Meron Productions,70994,2976
Morgan Creek Productions,10210,11026
Dominion Productions,36452,11026
Walt Disney Pictures,2,332
Caravan Pictures,175,332
DiC Entertainment,20477,332
Summit Entertainment,491,75656
K/O Paper Products,7296,75656
SOIXAN7E QUIN5E,23271,75656
See Me Louisiana,23272,75656
Columbia Pictures,5,38365
Happy Madison Productions,2608,38365
Relativity Media,7295,38365
DreamWorks SKG,27,594
Amblin Entertainment,56,594
Parkes/MacDonald Productions,11084,594
DreamWorks SKG,27,15189
Nickelodeon Movies,2348,15189
Columbia Pictures Corporation,441,11678
Global Entertainment Productions GmbH & Company Medien KG,9269,11678
Universal Pictures,33,6538
Participant Productions,2030,6538
Playtone Production,2031,6538
DreamWorks SKG,27,10555
Pacific Data Images (PDI),520,10555
DreamWorks Animation,521,10555
Paramount Pictures,4,1125
DreamWorks SKG,27,1125
Laurence Mark Productions,415,1125
Double Feature Films,215,4551
Jersey Films,216,4551
Nina Saxon Film Design,1693,4551
Metro-Goldwyn-Mayer (MGM),8411,4551
DreamWorks SKG,27,612
Universal Pictures,33,612
Amblin Entertainment,56,612
Peninsula Films,682,612
Alliance Atlantis Communications,803,612
"Kennedy/Marshall Company, The",7383,612
Barry Mendel Productions,17032,612
Columbia Pictures,5,9567
Revolution Studios,497,9567
Cheyenne Enterprises,890,9567
Michael Lobell Productions,13473,9567
Katalyst Films,817,37821
Lionsgate,1632,37821
Aversano Films,60022,37821
Davis Entertainment,1302,203801
Warner Bros.,6194,203801
Wigram Productions,23202,203801
RatPac-Dune Entertainment,41624,203801
Gracie Films,18,2539
Columbia Pictures Corporation,441,2539
Columbia Pictures,5,9297
Amblin Entertainment,56,9297
Sony Pictures Animation,2251,9297
Sony Pictures Entertainment,5752,9297
ImageMovers,11395,9297
Cheyenne Enterprises,890,3172
Epsilon Motion Pictures,1171,3172
Empire Pictures,1212,3172
Metro-Goldwyn-Mayer (MGM),8411,3172
Hyde Park Entertainment,13816,3172
Baltimore Spring Creek Productions,16061,3172
Lotus Pictures,52944,3172
Columbia Pictures Corporation,441,6520
First Knight Productions,10158,6520
Fox 2000 Pictures,711,1439
Virgin Produced,8852,37958
Mark Canton Productions,11761,37958
Miramax Films,14,2026
Cheyenne Enterprises,890,2026
Yari Film Group,2448,2026
Stratus Film Co.,11027,2026
Syndicate Films International,26947,2026
Equity Pictures Medienfonds GmbH & Co. KG II,26948,2026
Hostage GmbH,26949,2026
Twentieth Century Fox Film Corporation,306,7450
David Kirschner Productions,11050,7450
Fox Animation Studios,11231,7450
Columbia Pictures,5,11375
Revolution Studios,497,11375
Impact Pictures,248,9425
Jerry Weintraub Productions,2596,9425
Warner Bros.,6194,9425
Morgan Creek Productions,10210,9425
Paramount Vantage,838,25769
Likely Story,1785,25769
Ivy Boy Productions,4482,25769
This Is That Productions,10059,25769
Twentieth Century Fox Film Corporation,306,23685
1492 Pictures,436,23685
Twitching Image Studio,89626,23685
Twentieth Century Fox Film Corporation,306,11866
Davis Entertainment,1302,11866
Aldrich Group,49478,11866
Optional Pictures,54004,11866
Limited Edition Productions Inc.,3683,9741
Touchstone Pictures,9195,9741
Blinding Edge Pictures,12236,9741
Barry Mendel Productions,17032,9741
Universal Pictures,33,211672
Illumination Entertainment,6704,211672
Legendary Pictures,923,23629
Warner Bros.,6194,23629
Lennox House Films,22119,23629
Cruel and Unusual Films,78685,23629
Paramount Pictures,4,8688
DeBart,2519,8688
Touchstone Pictures,9195,8688
Mel's Cite du Cinema,54502,8688
Punch Productions,2154,10153
Warner Bros.,6194,10153
Baltimore Pictures,11407,10153
Constant c Productions,23370,10153
Columbia Pictures,5,153518
Rovio Entertainment,18642,153518
Sony Pictures Imageworks (SPI),30692,153518
Rovio Mobile,50848,153518
Rovio Animation,91920,153518
De Line Pictures,2609,8676
Warner Bros.,6194,8676
Columbia Pictures,5,20829
Universal Pictures,33,20829
Happy Madison Productions,2608,20829
Relativity Media,7295,20829
Apatow Productions,10105,20829
Madison 23,11708,20829
Universal Pictures,33,4349
Forward Pass,675,4349
Relativity Media,7295,4349
FilmWorks,7786,4349
MDBF Zweite Filmgesellschaft,12246,4349
Columbia Pictures,5,9718
Apatow Productions,10105,9718
Twentieth Century Fox Film Corporation,306,10808
Joseph M. Singer Entertainment,1301,10808
Davis Entertainment,1302,10808
Icon Entertainment International,4564,197
The Ladd Company,7965,197
B.H. Finance C.V.,11353,197
Universal Pictures,33,25
Neal Street Productions,1522,25
Red Wagon Entertainment,14440,25
Motion Picture KAPPA Produktionsgesellschaft,19934,25
Gracie Films,18,35
Twentieth Century Fox Film Corporation,306,35
Village Roadshow Pictures,79,11086
Castle Rock Entertainment,97,11086
NPV Entertainment,172,11086
Darkwoods Productions,3982,11086
Epsilon Motion Pictures,1171,10477
Franchise Pictures,1403,10477
Trackform Film Productions,10107,10477
Mel's Cite du Cinema,54502,10477
Pathé Renn Productions,866,1997
TF1 Films Production,3823,1997
Canal+,5358,1997
Pathe,7396,1997
Two Brothers Productions,19238,1997
Scott Rudin Productions,258,6947
Touchstone Pictures,9195,6947
Blinding Edge Pictures,12236,6947
Twentieth Century Fox Film Corporation,306,3050
Joseph M. Singer Entertainment,1301,3050
Davis Entertainment,1302,3050
"Kennedy/Marshall Company, The",7383,2675
Touchstone Pictures,9195,2675
Blinding Edge Pictures,12236,2675
DreamWorks SKG,27,809
Pacific Data Images (PDI),520,809
DreamWorks Animation,521,809
Walt Disney Pictures,2,920
Pixar Animation Studios,3,920
Paramount Pictures,4,4806
Lakeshore Entertainment,126,4806
Touchstone Pictures,9195,4806
Interscope Communications,10201,4806
Columbia Pictures,5,7451
Original Film,333,7451
Revolution Studios,497,7451
Paramount Pictures,4,228165
Nickelodeon Movies,2348,228165
Nickelodeon Animation Studios,4859,228165
United Plankton Pictures,8921,228165
Disruption Entertainment,10256,228165
Paramount Animation,24955,228165
Touchstone Pictures,9195,3595
Brian Grazer/Scott Rudin Productions,90663,3595
Universal Pictures,33,16869
A Band Apart,59,16869
The Weinstein Company,308,16869
Zehnte Babelsberg,6817,16869
Visiona Romantica,6818,16869
Amblin Entertainment,56,879
TriStar Pictures,559,879
Twentieth Century Fox Film Corporation,306,1573
Gordon Company,1073,1573
Silver Pictures,1885,1573
Original Film,333,9257
Columbia Pictures Corporation,441,9257
Camelot Pictures,11728,9257
Chris Lee Productions,20033,9257
Illusion Entertainment,20034,9257
Paramount Pictures,4,1903
Cruise-Wagner Productions,349,1903
Vinyl Films,485,1903
Legendary Pictures,923,9697
Warner Bros.,6194,9697
Blinding Edge Pictures,12236,9697
Impact Pictures,248,395
Studio Babelsberg,264,395
Twentieth Century Fox Film Corporation,306,395
Davis Entertainment,1302,395
Stillking Films,11345,395
Brandywine Productions,19747,395
Lonlink Productions,19828,395
Kut Productions,19829,395
Inside Track Films,19834,395
Charenton Productions Limited,19835,395
Revolution Sun Studios,76043,395
Regency Enterprises,508,23398
Fox 2000 Pictures,711,23398
Bagdasarian Productions,10930,23398
Icon Entertainment International,4564,10590
Wheelhouse Entertainment,53005,10590
Motion Picture Production GmbH & Co. Erste KG,53006,10590
Nu Image Films,925,117263
Millennium Films,10254,117263
Paramount Pictures,4,200
Columbia Pictures,5,44943
Original Film,333,44943
Relativity Media,7295,44943
Columbia Pictures,5,587
The Zanuck Company,80,587
Jinks/Cohen Company,2721,587
Tim Burton Productions,8601,587
Columbia Pictures,5,10395
DreamWorks SKG,27,57212
Amblin Entertainment,56,57212
Reliance Entertainment,7294,57212
"Kennedy/Marshall Company, The",7383,57212
Columbia Pictures,5,152760
Studio Babelsberg,264,152760
Fox 2000 Pictures,711,152760
Smokehouse Pictures,22695,152760
Obelisk Productions,24970,152760
Twentieth Century Fox Film Corporation,306,2756
Lightstorm Entertainment,574,2756
Pacific Western,1280,2756
Twentieth Century Fox Film Corporation,306,33909
Dune Entertainment,444,33909
Dune Entertainment III,6332,33909
Edward R. Pressman Film,6455,33909
Universal Pictures,33,49017
Legendary Pictures,923,49017
Fuji Television Network,3341,49017
Dentsu,6452,49017
Michael De Luca Productions,27551,49017
Twentieth Century Fox Film Corporation,306,9882
Lynda Obst Productions,13769,9882
"Bedford Falls Company, The",20634,9882
Paramount Pictures,4,2270
Ingenious Film Partners,289,2270
Di Bonaventura Pictures,435,2270
Marv Films,5374,2270
Vaughn Productions,23420,2270
TriStar Pictures,559,978
Mandalay Entertainment,1236,978
Applecross,57435,978
Reperage & Vanguard Films,57436,978
Imagine Entertainment,23,44564
Universal Pictures,33,44564
Spyglass Entertainment,158,44564
Wild West Picture Show Productions,2796,44564
Jerry Bruckheimer Films,130,3132
Touchstone Pictures,9195,3132
Stillking Films,11345,3132
Di Bonaventura Pictures,435,8814
John Wells Productions,1512,8814
Reaper Productions,2539,8814
Stillking Films,11345,8814
Babelsberg Film,19481,8814
Doom Productions,19922,8814
Distant Planet Productions,19923,8814
Columbia Pictures Corporation,441,8427
Lakeshore Entertainment,126,52520
Saturn Films,831,52520
Screen Gems,3287,52520
Sketch Films,7738,52520
UW4 Productions,7740,52520
New Line Cinema,12,80585
Offspring Entertainment,2378,80585
Corner Store Entertainment,8871,80585
Material Pictures,12139,80585
David Foster Productions,496,10592
Cheyenne Enterprises,890,10592
Metro-Goldwyn-Mayer (MGM),8411,10592
David Ladd Films,21447,10592
Current Entertainment,972,49021
Omnilab Media,2729,49021
Ambience Entertainment,3427,49021
International Traders,6408,49021
Open Road Films,10427,49021
Sighvatsson Films,11369,49021
Palomar Pictures (II),11371,49021
Film Victoria,11840,49021
Wales Creative IP Fund,11841,49021
Atlas Entertainment,507,11535
Toho-Towa,657,11535
Mosaic Media Group,748,11535
Yorktown Productions,1484,11535
Helkon Media AG,2216,11535
Metro-Goldwyn-Mayer (MGM),8411,11535
Epsilon Motion Pictures,1171,10550
Franchise Pictures,1403,10550
Dante Entertainment,2755,10550
Chris Lee Productions,20033,10550
SuperMega,76491,10550
MHF Erste Academy Film GmbH & Co. Produktions KG,76492,10550
Paramount Pictures,4,11258
Toho-Towa,657,11258
Mutual Film Company,762,11258
PolyGram Filmed Entertainment,1382,11258
Marubeni,4650,11258
Tele München Fernseh Produktionsgesellschaft (TMG),7237,11258
UGC PH,23932,11258
British Broadcasting Corporation (BBC) Television,48136,11258
Stargate Studios,55474,11258
Conundrum Entertainment,1156,12610
Warner Bros. Animation,2785,12610
Warner Bros.,6194,12610
Prana Animation Studios,22135,59981
Summertime Entertainment,48471,59981
Universal Pictures,33,201088
Forward Pass,675,201088
Legendary Pictures,923,201088
Paramount Pictures,4,5137
Natural Nylon Entertainment,804,5137
Riff Raff Film Productions,1668,5137
Filmauro,4753,5137
Blue Flower Productions,10671,5137
Brooklyn Films II,10672,5137
Intermedia Films,763,3093
Kanzaman,4169,3093
C-2 Pictures,7340,3093
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116,3093
Summit Entertainment,491,107846
Atmosphere Entertainment MM,2995,107846
Emmett/Furla Films,10405,107846
Mark Canton Productions,11761,107846
Envision Entertainment,31832,107846
Boies / Schiller Film Group,36212,107846
Knightsbridge Entertainment,46961,107846
Millennium Films,10254,188207
Paramount Pictures,4,4614
Mace Neufeld Productions,2767,4614
MFP Munich Film Partners GmbH & Company I. Produktions KG,21409,4614
S.O.A.F. Productions,21410,4614
Mel's Cite du Cinema,54502,4614
Summit Entertainment,491,24021
Maverick Films,4000,24021
Imprint Entertainment,5218,24021
Sunswept Entertainment,5219,24021
Temple Hill Entertainment,12292,24021
Paramount Pictures,4,11371
Mandalay Pictures,551,11371
Horseshoe Bay Productions,19552,11371
Universal Pictures,33,20352
Illumination Entertainment,6704,20352
Columbia Pictures,5,11517
Universal Pictures,33,214756
Fuzzy Door Productions,8789,214756
Bluegrass Films,13778,214756
Smart Entertainment,44783,214756
Media Rights Capital (MRC),86655,214756
Himenóptero,784,26428
Telecinco Cinema,2674,26428
Mod Producciones,5444,26428
Nimar Studios,7636,26428
Canal+ España,9335,26428
Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),9974,26428
Government of Malta,19927,26428
Universal Pictures,33,9824
Dark Horse Entertainment,552,9824
Golar Productions,2484,9824
New Line Cinema,12,48988
Conundrum Entertainment,1156,48988
Spyglass Entertainment,158,9008
Forward Pass,675,9008
Kaitz Productions,8758,9008
Mann/Roth Productions,8759,9008
Touchstone Pictures,9195,9008
Walt Disney Pictures,2,300673
Whitaker Entertainment,51164,300673
Bergsten Music,77739,300673
Red Hawk Entertainment,78217,300673
Scott Free Productions,1645,12113
De Line Pictures,2609,12113
Warner Bros.,6194,12113
Paramount Pictures,4,38778
DreamWorks SKG,27,38778
Spyglass Entertainment,158,38778
Everyman Pictures,2242,38778
Reliance BIG Entertainment,6733,38778
Parkes/MacDonald Productions,11084,38778
Twentieth Century Fox Film Corporation,306,72331
Bazelevs Production,1038,72331
Tim Burton Productions,8601,72331
Abraham Productions,36430,72331
Location Gourmet,36431,72331
Fountainbridge Films,414,1844
Regency Enterprises,508,1844
Twentieth Century Fox Film Corporation,306,846
Ten Thirteen Productions,545,846
Ingenious Film Partners,289,9703
Quinta Communications,6370,9703
Dino De Laurentiis Company,10308,9703
Zephyr Films,16923,9703
Paramount Pictures,4,857
DreamWorks SKG,27,857
Amblin Entertainment,56,857
Mutual Film Company,762,857
Mark Gordon Productions,11362,857
DreamWorks SKG,27,136797
Reliance Entertainment,7294,136797
Bandito Brothers,8403,136797
Touchstone Pictures,9195,136797
Electronic Arts,34890,136797
Revolution Sun Studios,76043,136797
Paramount Pictures,4,3981
Centropolis Entertainment,347,3981
Icon Entertainment International,4564,3981
Wind Dancer Productions,8116,3981
Twentieth Century Fox Film Corporation,306,425
Blue Sky Studios,9383,425
Twentieth Century Fox Animation,11749,425
Village Roadshow Pictures,79,6171
Castle Rock Entertainment,97,6171
NPV Entertainment,172,6171
Kasdan Pictures,13040,6171
WV Films II,24939,6171
DreamWorks,7,72976
Amblin Entertainment,56,72976
Twentieth Century Fox Film Corporation,306,72976
Dune Entertainment,444,72976
The Kennedy/Marshall Company,862,72976
Participant Media,6735,72976
Reliance Entertainment,7294,72976
Village Roadshow Pictures,79,603
Groucho II Film Partnership,372,603
Silver Pictures,1885,603
Warner Bros.,6194,603
Imagine Entertainment,23,568
Universal Pictures,33,568
Walt Disney Pictures,2,9021
Outlaw Productions,889,9021
Boxing Cat Films,12626,9021
Universal Pictures,33,82695
Relativity Media,7295,82695
CAMERON MACKINTOSH,7923,82695
Working Title Films,10163,82695
Warner Bros.,6194,9489
Columbia Pictures,5,12133
Mosaic Media Group,748,12133
Gary Sanchez Productions,4740,12133
Relativity Media,7295,12133
Apatow Productions,10105,12133
Amblin Entertainment,56,9342
TriStar Pictures,559,9342
Legendary Pictures,923,41733
Green Hat Films,3527,41733
Warner Bros.,6194,41733
Legendary Pictures,923,227306
3 Arts Entertainment,36390,227306
Jolie Pas,39443,227306
Village Roadshow Pictures,79,5551
Malpaso Productions,171,5551
Mad Chance,1757,5551
Warner Bros.,6194,5551
Clipsal Films,10566,5551
Digital Image Associates,76068,5551
TriStar Pictures,559,9350
Canal+,5358,9350
Carolco Pictures,14723,9350
RCS Video,23246,9350
Cliffhanger Productions,45728,9350
Pioneer,45729,9350
Twentieth Century Fox Film Corporation,306,9208
WCG Entertainment Productions,456,9208
Mark Gordon Productions,11362,9208
Walt Disney Pictures,2,4244
Paramount Pictures,4,1852
Double Feature Films,215,1852
Intermedia Films,763,1852
Kernos Filmproduktionsgesellschaft & Company,20396,1852
Columbia Pictures,5,11820
Revolution Studios,497,11820
Paramount Pictures,4,76493
Hobby Films,194,345
Pole Star,195,345
Stanley Kubrick Productions,385,345
Warner Bros.,6194,345
Columbia Pictures,5,196867
Olive Bridge Entertainment,7291,196867
Sony Pictures Entertainment (SPE),7431,196867
Overbrook Entertainment,12485,196867
Marcy Media,95063,196867
Kramer & Sigman Films,21914,256591
RatPac-Dune Entertainment,41624,256591
Zaftig Films,47586,256591
Dune Entertainment,444,59962
Overbrook Films,907,59962
Robert Simonds Productions,3929,59962
New Line Cinema,12,36648
Amen Ra Films,421,36648
Shawn Danielle Productions Ltd.,8851,36648
Imaginary Forces,11321,36648
Marvel Enterprises,19551,36648
Peter Frankfurt Productions,42209,36648
United Artists,60,1880
Valkyrie Films,774,1880
Universal Pictures,33,9440
Mutual Film Company,762,9440
Davis-Films,342,71679
Universal Pictures,33,10483
Cruise/Wagner Productions,44,10483
Impact Pictures,248,10483
Relativity Media,7295,10483
Scion Films,7419,10483
H2S2 Filmproduktionsgesellschaft,28121,10483
New Line Cinema,12,11412
Forge,2980,11412
The Steve Tisch Company,21920,11412
Castle Rock Entertainment,97,11983
Warner Bros.,6194,11983
Columbia Pictures Corporation,441,6795
Teitler Film,2550,6795
Michael De Luca Productions,11370,6795
Radar Pictures,14718,6795
Regency Enterprises,508,550
Fox 2000 Pictures,711,550
Taurus Film,20555,550
Linson Films,54050,550
Atman Entertainment,54051,550
Knickerbocker Films,54052,550
Legendary Pictures,923,11170
Thunder Road Pictures,3528,11170
Wonderland Sound and Vision,4022,11170
Warner Bros.,6194,11170
TriStar Pictures,559,9292
Silver Pictures,1885,9292
Paramount Pictures,4,10783
StudioCanal,694,10783
Lakeshore Entertainment,126,100241
Sidney Kimmel Entertainment,737,100241
Lionsgate,1632,100241
Hopscotch Films,13788,100241
R.P. Productions,355,257
ETIC Films,2979,257
Runteam III Ltd.,6732,257
Twentieth Century Fox Film Corporation,306,9947
Regency Enterprises,508,9947
Epsilon Motion Pictures,1171,9947
New Regency Pictures,10104,9947
Marvel Enterprises,19551,9947
Horseshoe Bay Productions,19552,9947
Elektra Productions,19553,9947
SAI Productions,19554,9947
Miramax Films,14,189
Troublemaker Studios,10807,189
AR Films,11005,189
Aldamisa Entertainment,11006,189
Demarest Films,13241,189
Solipsist Film,29076,189
Residaco,41658,189
Columbia Pictures,5,12618
Universal Pictures,33,253412
Working Title Films,10163,253412
Walden Media,10221,253412
Cross Creek Pictures,10246,253412
Free State Pictures,40106,253412
RVK Studios,62693,253412
Davis-Films,342,1427
Nouvelles Éditions de Films (NEF),753,1427
Rising Star,1208,1427
VIP Medienfonds 4,2116,1427
Ikiru Films,2875,1427
Constantin Film Produktion,5755,1427
Castelao Producciones,7956,1427
New Line Cinema,12,818
Eric's Boy,595,818
Team Todd,598,818
